Region_NUTS2;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
CH05;        2021;          51;26.12.2021;65+     ;         229;         168;         135;         202;          61
CH05;        2021;          52;02.01.2022;65+     ;       190.5;         168;         135;         201;           .
CH05;        2022;           1;09.01.2022;65+     ;       202.9;         179;         146;         215;           .
CH05;        2022;           2;16.01.2022;65+     ;       170.4;         181;         147;         217;           .
CH05;        2022;           3;23.01.2022;65+     ;       195.6;         182;         149;         218;           .
CH05;        2022;           4;30.01.2022;65+     ;         173;         184;         150;         220;           .
CH05;        2022;           5;06.02.2022;65+     ;           .;         185;         151;         221;           .
CH05;        2022;           6;13.02.2022;65+     ;           .;         186;         152;         222;           .
CH05;        2022;           7;20.02.2022;65+     ;           .;         185;         151;         221;           .
CH05;        2022;           8;27.02.2022;65+     ;           .;         182;         148;         218;           .
CH05;        2022;           9;06.03.2022;65+     ;           .;         179;         146;         215;           .
CH05;        2022;          10;13.03.2022;65+     ;           .;         175;         142;         210;           .
CH05;        2022;          11;20.03.2022;65+     ;           .;         170;         138;         205;           .
CH05;        2022;          12;27.03.2022;65+     ;           .;         166;         134;         200;           .
CH05;        2022;          13;03.04.2022;65+     ;           .;         162;         130;         196;           .
CH05;        2022;          14;10.04.2022;65+     ;           .;         159;         128;         193;           .
CH05;        2022;          15;17.04.2022;65+     ;           .;         158;         127;         191;           .
CH05;        2022;          16;24.04.2022;65+     ;           .;         157;         125;         190;           .
CH05;        2022;          17;01.05.2022;65+     ;           .;         155;         124;         188;           .
CH05;        2022;          18;08.05.2022;65+     ;           .;         153;         122;         185;           .
CH05;        2022;          19;15.05.2022;65+     ;           .;         150;         120;         183;           .
CH05;        2022;          20;22.05.2022;65+     ;           .;         148;         118;         180;           .
CH05;        2022;          21;29.05.2022;65+     ;           .;         146;         116;         178;           .
CH05;        2022;          22;05.06.2022;65+     ;           .;         145;         115;         177;           .
CH05;        2022;          23;12.06.2022;65+     ;           .;         145;         115;         176;           .
CH05;        2022;          24;19.06.2022;65+     ;           .;         144;         114;         176;           .
CH05;        2022;          25;26.06.2022;65+     ;           .;         145;         115;         176;           .
CH05;        2022;          26;03.07.2022;65+     ;           .;         145;         115;         177;           .
CH05;        2022;          27;10.07.2022;65+     ;           .;         145;         115;         177;           .
CH05;        2022;          28;17.07.2022;65+     ;           .;         145;         115;         177;           .
CH05;        2022;          29;24.07.2022;65+     ;           .;         145;         115;         176;           .
CH05;        2022;          30;31.07.2022;65+     ;           .;         144;         114;         176;           .
CH05;        2022;          31;07.08.2022;65+     ;           .;         144;         114;         175;           .
CH05;        2022;          32;14.08.2022;65+     ;           .;         144;         114;         175;           .
CH05;        2022;          33;21.08.2022;65+     ;           .;         144;         114;         175;           .
CH05;        2022;          34;28.08.2022;65+     ;           .;         145;         115;         177;           .
CH05;        2022;          35;04.09.2022;65+     ;           .;         146;         116;         178;           .
CH05;        2022;          36;11.09.2022;65+     ;           .;         148;         118;         180;           .
CH05;        2022;          37;18.09.2022;65+     ;           .;         149;         119;         182;           .
CH05;        2022;          38;25.09.2022;65+     ;           .;         151;         120;         183;           .
CH05;        2022;          39;02.10.2022;65+     ;           .;         152;         122;         185;           .
CH05;        2022;          40;09.10.2022;65+     ;           .;         154;         123;         186;           .
CH05;        2022;          41;16.10.2022;65+     ;           .;         155;         124;         188;           .
CH05;        2022;          42;23.10.2022;65+     ;           .;         157;         125;         190;           .
CH05;        2022;          43;30.10.2022;65+     ;           .;         158;         127;         192;           .
CH05;        2022;          44;06.11.2022;65+     ;           .;         160;         129;         194;           .
CH05;        2022;          45;13.11.2022;65+     ;           .;         162;         130;         196;           .
CH05;        2022;          46;20.11.2022;65+     ;           .;         164;         132;         198;           .
CH05;        2022;          47;27.11.2022;65+     ;           .;         166;         134;         200;           .
CH05;        2022;          48;04.12.2022;65+     ;           .;         167;         135;         201;           .
CH05;        2022;          49;11.12.2022;65+     ;           .;         168;         136;         203;           .
CH05;        2022;          50;18.12.2022;65+     ;           .;         169;         136;         203;           .
CH05;        2022;          51;25.12.2022;65+     ;           .;         169;         136;         203;           .
CH05;        2022;          52;01.01.2023;65+     ;           .;         169;         137;         203;           .
CH06;        2020;           1;05.01.2020;65+     ;         105;         106;          80;         133;           .
CH06;        2020;           2;12.01.2020;65+     ;         100;         108;          81;         134;           .
CH06;        2020;           3;19.01.2020;65+     ;         117;         109;          82;         136;           .
CH06;        2020;           4;26.01.2020;65+     ;         109;         110;          83;         137;           .
CH06;        2020;           5;02.02.2020;65+     ;         105;         111;          84;         139;           .
CH06;        2020;           6;09.02.2020;65+     ;         105;         113;          85;         140;           .
CH06;        2020;           7;16.02.2020;65+     ;         111;         113;          86;         141;           .
CH06;        2020;           8;23.02.2020;65+     ;          91;         113;          86;         140;           .
CH06;        2020;           9;01.03.2020;65+     ;         102;         113;          85;         140;           .
CH06;        2020;          10;08.03.2020;65+     ;         112;         112;          84;         139;           .
CH06;        2020;          11;15.03.2020;65+     ;         109;         110;          83;         137;           .
CH06;        2020;          12;22.03.2020;65+     ;          85;         108;          82;         135;           .
CH06;        2020;          13;29.03.2020;65+     ;         128;         106;          80;         133;           .
CH06;        2020;          14;05.04.2020;65+     ;         126;         104;          78;         130;           .
CH06;        2020;          15;12.04.2020;65+     ;         122;         101;          75;         127;           .
CH06;        2020;          16;19.04.2020;65+     ;         127;          99;          73;         124;          28
CH06;        2020;          17;26.04.2020;65+     ;          97;          96;          71;         122;           .
CH06;        2020;          18;03.05.2020;65+     ;          86;          94;          69;         119;           .
CH06;        2020;          19;10.05.2020;65+     ;          90;          92;          68;         117;           .
CH06;        2020;          20;17.05.2020;65+     ;          80;          91;          66;         115;           .
CH06;        2020;          21;24.05.2020;65+     ;          82;          90;          66;         115;           .
CH06;        2020;          22;31.05.2020;65+     ;          81;          91;          66;         115;           .
CH06;        2020;          23;07.06.2020;65+     ;         111;          91;          66;         115;           .
CH06;        2020;          24;14.06.2020;65+     ;          90;          91;          67;         116;           .
CH06;        2020;          25;21.06.2020;65+     ;          96;          92;          68;         117;           .
CH06;        2020;          26;28.06.2020;65+     ;          62;          93;          68;         118;           .
CH06;        2020;          27;05.07.2020;65+     ;          81;          94;          69;         119;           .
CH06;        2020;          28;12.07.2020;65+     ;          79;          93;          68;         118;           .
CH06;        2020;          29;19.07.2020;65+     ;          93;          93;          68;         118;           .
CH06;        2020;          30;26.07.2020;65+     ;          88;          92;          67;         117;           .
CH06;        2020;          31;02.08.2020;65+     ;          94;          91;          67;         116;           .
CH06;        2020;          32;09.08.2020;65+     ;          73;          91;          66;         115;           .
CH06;        2020;          33;16.08.2020;65+     ;          85;          90;          66;         115;           .
CH06;        2020;          34;23.08.2020;65+     ;          85;          90;          66;         115;           .
CH06;        2020;          35;30.08.2020;65+     ;          80;          91;          67;         116;           .
CH06;        2020;          36;06.09.2020;65+     ;          95;          92;          68;         117;           .
CH06;        2020;          37;13.09.2020;65+     ;          88;          94;          69;         118;           .
CH06;        2020;          38;20.09.2020;65+     ;         100;          95;          70;         120;           .
CH06;        2020;          39;27.09.2020;65+     ;          91;          96;          71;         121;           .
CH06;        2020;          40;04.10.2020;65+     ;         101;          98;          72;         123;           .
CH06;        2020;          41;11.10.2020;65+     ;          93;          98;          72;         123;           .
CH06;        2020;          42;18.10.2020;65+     ;         114;          98;          73;         124;           .
CH06;        2020;          43;25.10.2020;65+     ;         132;          99;          73;         124;          33
CH06;        2020;          44;01.11.2020;65+     ;         131;          99;          73;         125;          32
CH06;        2020;          45;08.11.2020;65+     ;         152;         100;          74;         125;          52
CH06;        2020;          46;15.11.2020;65+     ;         132;         100;          75;         126;          32
CH06;        2020;          47;22.11.2020;65+     ;         156;         101;          75;         126;          55
CH06;        2020;          48;29.11.2020;65+     ;         173;         102;          76;         128;          71
CH06;        2020;          49;06.12.2020;65+     ;         175;         103;          77;         129;          72
CH06;        2020;          50;13.12.2020;65+     ;         161;         105;          79;         132;          56
CH06;        2020;          51;20.12.2020;65+     ;         169;         108;          81;         134;          61
CH06;        2020;          52;27.12.2020;65+     ;         177;         110;          83;         137;          67
CH06;        2020;          53;03.01.2021;65+     ;         169;         112;          85;         139;          57
CH06;        2021;           1;10.01.2021;65+     ;         154;         106;          80;         133;          48
CH06;        2021;           2;17.01.2021;65+     ;         156;         108;          81;         134;          48
CH06;        2021;           3;24.01.2021;65+     ;         143;         109;          82;         136;          34
CH06;        2021;           4;31.01.2021;65+     ;         113;         110;          83;         137;           .
CH06;        2021;           5;07.02.2021;65+     ;         133;         111;          84;         139;           .
CH06;        2021;           6;14.02.2021;65+     ;         112;         113;          85;         140;           .
CH06;        2021;           7;21.02.2021;65+     ;         119;         113;          86;         141;           .
CH06;        2021;           8;28.02.2021;65+     ;         106;         113;          86;         140;           .
CH06;        2021;           9;07.03.2021;65+     ;         100;         113;          85;         140;           .
CH06;        2021;          10;14.03.2021;65+     ;         105;         112;          84;         139;           .
CH06;        2021;          11;21.03.2021;65+     ;          89;         110;          83;         137;           .
CH06;        2021;          12;28.03.2021;65+     ;         101;         108;          82;         135;           .
CH06;        2021;          13;04.04.2021;65+     ;         108;         106;          80;         133;           .
CH06;        2021;          14;11.04.2021;65+     ;         101;         104;          78;         130;           .
CH06;        2021;          15;18.04.2021;65+     ;         108;         101;          75;         127;           .
CH06;        2021;          16;25.04.2021;65+     ;          91;          99;          73;         124;           .
CH06;        2021;          17;02.05.2021;65+     ;         110;          96;          71;         122;           .
CH06;        2021;          18;09.05.2021;65+     ;          93;          94;          69;         119;           .
CH06;        2021;          19;16.05.2021;65+     ;          95;          92;          68;         117;           .
CH06;        2021;          20;23.05.2021;65+     ;         111;          91;          66;         115;           .
CH06;        2021;          21;30.05.2021;65+     ;          86;          90;          66;         115;           .
CH06;        2021;          22;06.06.2021;65+     ;          93;          91;          66;         115;           .
CH06;        2021;          23;13.06.2021;65+     ;          89;          91;          66;         115;           .
CH06;        2021;          24;20.06.2021;65+     ;          87;          91;          67;         116;           .
CH06;        2021;          25;27.06.2021;65+     ;         101;          92;          68;         117;           .
CH06;        2021;          26;04.07.2021;65+     ;         103;          93;          68;         118;           .
CH06;        2021;          27;11.07.2021;65+     ;          86;          94;          69;         119;           .
CH06;        2021;          28;18.07.2021;65+     ;          90;          93;          68;         118;           .
CH06;        2021;          29;25.07.2021;65+     ;          91;          93;          68;         118;           .
CH06;        2021;          30;01.08.2021;65+     ;          88;          92;          67;         117;           .
CH06;        2021;          31;08.08.2021;65+     ;          94;          91;          67;         116;           .
CH06;        2021;          32;15.08.2021;65+     ;          72;          91;          66;         115;           .
CH06;        2021;          33;22.08.2021;65+     ;         103;          90;          66;         115;           .
CH06;        2021;          34;29.08.2021;65+     ;          86;          90;          66;         115;           .
CH06;        2021;          35;05.09.2021;65+     ;          95;          91;          67;         116;           .
CH06;        2021;          36;12.09.2021;65+     ;         130;          92;          68;         117;          38
CH06;        2021;          37;19.09.2021;65+     ;         112;          94;          69;         118;           .
CH06;        2021;          38;26.09.2021;65+     ;         101;          95;          70;         120;           .
CH06;        2021;          39;03.10.2021;65+     ;         105;          96;          71;         121;           .
CH06;        2021;          40;10.10.2021;65+     ;          99;          98;          72;         123;           .
CH06;        2021;          41;17.10.2021;65+     ;         109;          98;          72;         123;           .
CH06;        2021;          42;24.10.2021;65+     ;         131;          98;          73;         124;          33
CH06;        2021;          43;31.10.2021;65+     ;         109;          99;          73;         124;           .
CH06;        2021;          44;07.11.2021;65+     ;         120;          99;          73;         125;           .
CH06;        2021;          45;14.11.2021;65+     ;         108;         100;          74;         125;           .
CH06;        2021;          46;21.11.2021;65+     ;         157;         100;          75;         126;          57
CH06;        2021;          47;28.11.2021;65+     ;         136;         101;          75;         126;          35
CH06;        2021;          48;05.12.2021;65+     ;         164;         102;          76;         128;          62
CH06;        2021;          49;12.12.2021;65+     ;         157;         103;          77;         129;          54
CH06;        2021;          50;19.12.2021;65+     ;         179;         105;          79;         132;          74
CH06;        2021;          51;26.12.2021;65+     ;         138;         108;          81;         134;          30
CH06;        2021;          52;02.01.2022;65+     ;       129.1;         110;          83;         137;           .
CH06;        2022;           1;09.01.2022;65+     ;       147.2;         104;          79;         131;        43.2
CH06;        2022;           2;16.01.2022;65+     ;       113.3;         106;          81;         134;           .
CH06;        2022;           3;23.01.2022;65+     ;       113.4;         109;          83;         136;           .
CH06;        2022;           4;30.01.2022;65+     ;       116.1;         111;          85;         139;           .
CH06;        2022;           5;06.02.2022;65+     ;           .;         113;          87;         142;           .
CH06;        2022;           6;13.02.2022;65+     ;           .;         115;          88;         143;           .
CH06;        2022;           7;20.02.2022;65+     ;           .;         114;          87;         142;           .
CH06;        2022;           8;27.02.2022;65+     ;           .;         113;          87;         142;           .
CH06;        2022;           9;06.03.2022;65+     ;           .;         113;          87;         141;           .
CH06;        2022;          10;13.03.2022;65+     ;           .;         113;          86;         141;           .
CH06;        2022;          11;20.03.2022;65+     ;           .;         112;          85;         140;           .
CH06;        2022;          12;27.03.2022;65+     ;           .;         109;          83;         137;           .
CH06;        2022;          13;03.04.2022;65+     ;           .;         106;          81;         134;           .
CH06;        2022;          14;10.04.2022;65+     ;           .;         104;          79;         131;           .
CH06;        2022;          15;17.04.2022;65+     ;           .;         101;          76;         128;           .
CH06;        2022;          16;24.04.2022;65+     ;           .;          97;          73;         124;           .
CH06;        2022;          17;01.05.2022;65+     ;           .;          94;          70;         120;           .
CH06;        2022;          18;08.05.2022;65+     ;           .;          91;          68;         117;           .
CH06;        2022;          19;15.05.2022;65+     ;           .;          90;          66;         115;           .
CH06;        2022;          20;22.05.2022;65+     ;           .;          88;          65;         113;           .
CH06;        2022;          21;29.05.2022;65+     ;           .;          87;          64;         112;           .
CH06;        2022;          22;05.06.2022;65+     ;           .;          88;          65;         113;           .
CH06;        2022;          23;12.06.2022;65+     ;           .;          90;          67;         116;           .
CH06;        2022;          24;19.06.2022;65+     ;           .;          93;          69;         119;           .
CH06;        2022;          25;26.06.2022;65+     ;           .;          94;          70;         120;           .
CH06;        2022;          26;03.07.2022;65+     ;           .;          94;          70;         119;           .
CH06;        2022;          27;10.07.2022;65+     ;           .;          93;          69;         118;           .
CH06;        2022;          28;17.07.2022;65+     ;           .;          93;          69;         118;           .
CH06;        2022;          29;24.07.2022;65+     ;           .;          93;          69;         118;           .
CH06;        2022;          30;31.07.2022;65+     ;           .;          92;          68;         117;           .
CH06;        2022;          31;07.08.2022;65+     ;           .;          89;          66;         114;           .
CH06;        2022;          32;14.08.2022;65+     ;           .;          88;          64;         113;           .
CH06;        2022;          33;21.08.2022;65+     ;           .;          87;          64;         112;           .
CH06;        2022;          34;28.08.2022;65+     ;           .;          88;          65;         113;           .
CH06;        2022;          35;04.09.2022;65+     ;           .;          89;          66;         115;           .
CH06;        2022;          36;11.09.2022;65+     ;           .;          92;          69;         118;           .
CH06;        2022;          37;18.09.2022;65+     ;           .;          96;          72;         122;           .
CH06;        2022;          38;25.09.2022;65+     ;           .;          98;          74;         125;           .
CH06;        2022;          39;02.10.2022;65+     ;           .;          99;          74;         125;           .
CH06;        2022;          40;09.10.2022;65+     ;           .;          98;          74;         125;           .
CH06;        2022;          41;16.10.2022;65+     ;           .;          99;          74;         126;           .
CH06;        2022;          42;23.10.2022;65+     ;           .;         100;          75;         127;           .
CH06;        2022;          43;30.10.2022;65+     ;           .;         101;          76;         127;           .
CH06;        2022;          44;06.11.2022;65+     ;           .;         100;          76;         127;           .
CH06;        2022;          45;13.11.2022;65+     ;           .;         100;          75;         126;           .
CH06;        2022;          46;20.11.2022;65+     ;           .;         100;          76;         127;           .
CH06;        2022;          47;27.11.2022;65+     ;           .;         102;          77;         129;           .
CH06;        2022;          48;04.12.2022;65+     ;           .;         102;          77;         129;           .
CH06;        2022;          49;11.12.2022;65+     ;           .;         103;          78;         130;           .
CH06;        2022;          50;18.12.2022;65+     ;           .;         103;          78;         130;           .
CH06;        2022;          51;25.12.2022;65+     ;           .;         105;          79;         132;           .
CH06;        2022;          52;01.01.2023;65+     ;           .;         109;          83;         137;           .
CH07;        2020;           1;05.01.2020;65+     ;          50;          62;          42;          82;           .
CH07;        2020;           2;12.01.2020;65+     ;          68;          63;          43;          83;           .
CH07;        2020;           3;19.01.2020;65+     ;          52;          64;          43;          84;           .
CH07;        2020;           4;26.01.2020;65+     ;          49;          65;          44;          85;           .
CH07;        2020;           5;02.02.2020;65+     ;          57;          65;          44;          86;           .
CH07;        2020;           6;09.02.2020;65+     ;          55;          66;          45;          87;           .
CH07;        2020;           7;16.02.2020;65+     ;          67;          66;          45;          87;           .
CH07;        2020;           8;23.02.2020;65+     ;          68;          65;          44;          86;           .
CH07;        2020;           9;01.03.2020;65+     ;          59;          64;          44;          85;           .
CH07;        2020;          10;08.03.2020;65+     ;          57;          63;          42;          83;           .
CH07;        2020;          11;15.03.2020;65+     ;          94;          61;          41;          82;          33
CH07;        2020;          12;22.03.2020;65+     ;         104;          60;          40;          80;          44
CH07;        2020;          13;29.03.2020;65+     ;         118;          59;          39;          78;          59
CH07;        2020;          14;05.04.2020;65+     ;         157;          57;          38;          77;         100
CH07;        2020;          15;12.04.2020;65+     ;         117;          56;          37;          76;          61
CH07;        2020;          16;19.04.2020;65+     ;          84;          55;          36;          74;          29
CH07;        2020;          17;26.04.2020;65+     ;          63;          54;          35;          73;           .
CH07;        2020;          18;03.05.2020;65+     ;          51;          54;          35;          72;           .
CH07;        2020;          19;10.05.2020;65+     ;          69;          53;          34;          71;           .
CH07;        2020;          20;17.05.2020;65+     ;          47;          52;          33;          70;           .
CH07;        2020;          21;24.05.2020;65+     ;          57;          51;          32;          69;           .
CH07;        2020;          22;31.05.2020;65+     ;          42;          50;          32;          68;           .
CH07;        2020;          23;07.06.2020;65+     ;          41;          49;          31;          67;           .
CH07;        2020;          24;14.06.2020;65+     ;          52;          49;          31;          67;           .
CH07;        2020;          25;21.06.2020;65+     ;          50;          49;          31;          67;           .
CH07;        2020;          26;28.06.2020;65+     ;          49;          50;          32;          68;           .
CH07;        2020;          27;05.07.2020;65+     ;          52;          51;          32;          69;           .
CH07;        2020;          28;12.07.2020;65+     ;          42;          51;          33;          70;           .
CH07;        2020;          29;19.07.2020;65+     ;          49;          52;          34;          71;           .
CH07;        2020;          30;26.07.2020;65+     ;          44;          52;          34;          71;           .
CH07;        2020;          31;02.08.2020;65+     ;          51;          52;          34;          71;           .
CH07;        2020;          32;09.08.2020;65+     ;          47;          52;          33;          70;           .
CH07;        2020;          33;16.08.2020;65+     ;          49;          51;          33;          70;           .
CH07;        2020;          34;23.08.2020;65+     ;          62;          50;          32;          69;           .
CH07;        2020;          35;30.08.2020;65+     ;          50;          50;          32;          68;           .
CH07;        2020;          36;06.09.2020;65+     ;          50;          50;          32;          68;           .
CH07;        2020;          37;13.09.2020;65+     ;          49;          50;          32;          69;           .
CH07;        2020;          38;20.09.2020;65+     ;          42;          51;          33;          69;           .
CH07;        2020;          39;27.09.2020;65+     ;          38;          52;          33;          70;           .
CH07;        2020;          40;04.10.2020;65+     ;          47;          52;          34;          71;           .
CH07;        2020;          41;11.10.2020;65+     ;          55;          53;          34;          72;           .
CH07;        2020;          42;18.10.2020;65+     ;          45;          54;          35;          73;           .
CH07;        2020;          43;25.10.2020;65+     ;          62;          54;          35;          73;           .
CH07;        2020;          44;01.11.2020;65+     ;          75;          55;          36;          74;          20
CH07;        2020;          45;08.11.2020;65+     ;          97;          55;          36;          74;          42
CH07;        2020;          46;15.11.2020;65+     ;          84;          55;          36;          75;          29
CH07;        2020;          47;22.11.2020;65+     ;         120;          56;          37;          75;          64
CH07;        2020;          48;29.11.2020;65+     ;         114;          57;          37;          76;          57
CH07;        2020;          49;06.12.2020;65+     ;         118;          57;          38;          77;          61
CH07;        2020;          50;13.12.2020;65+     ;         118;          58;          38;          78;          60
CH07;        2020;          51;20.12.2020;65+     ;         112;          58;          39;          78;          54
CH07;        2020;          52;27.12.2020;65+     ;         126;          59;          39;          79;          67
CH07;        2020;          53;03.01.2021;65+     ;         103;          59;          40;          79;          44
CH07;        2021;           1;10.01.2021;65+     ;          94;          62;          42;          82;          32
CH07;        2021;           2;17.01.2021;65+     ;          86;          63;          43;          83;          23
CH07;        2021;           3;24.01.2021;65+     ;          87;          64;          43;          84;          23
CH07;        2021;           4;31.01.2021;65+     ;          80;          65;          44;          85;           .
CH07;        2021;           5;07.02.2021;65+     ;          51;          65;          44;          86;           .
CH07;        2021;           6;14.02.2021;65+     ;          47;          66;          45;          87;           .
CH07;        2021;           7;21.02.2021;65+     ;          49;          66;          45;          87;           .
CH07;        2021;           8;28.02.2021;65+     ;          42;          65;          44;          86;           .
CH07;        2021;           9;07.03.2021;65+     ;          43;          64;          44;          85;           .
CH07;        2021;          10;14.03.2021;65+     ;          59;          63;          42;          83;           .
CH07;        2021;          11;21.03.2021;65+     ;          49;          61;          41;          82;           .
CH07;        2021;          12;28.03.2021;65+     ;          52;          60;          40;          80;           .
CH07;        2021;          13;04.04.2021;65+     ;          48;          59;          39;          78;           .
CH07;        2021;          14;11.04.2021;65+     ;          51;          57;          38;          77;           .
CH07;        2021;          15;18.04.2021;65+     ;          41;          56;          37;          76;           .
CH07;        2021;          16;25.04.2021;65+     ;          49;          55;          36;          74;           .
CH07;        2021;          17;02.05.2021;65+     ;          57;          54;          35;          73;           .
CH07;        2021;          18;09.05.2021;65+     ;          47;          54;          35;          72;           .
CH07;        2021;          19;16.05.2021;65+     ;          52;          53;          34;          71;           .
CH07;        2021;          20;23.05.2021;65+     ;          42;          52;          33;          70;           .
CH07;        2021;          21;30.05.2021;65+     ;          38;          51;          32;          69;           .
CH07;        2021;          22;06.06.2021;65+     ;          48;          50;          32;          68;           .
CH07;        2021;          23;13.06.2021;65+     ;          45;          49;          31;          67;           .
CH07;        2021;          24;20.06.2021;65+     ;          33;          49;          31;          67;           .
CH07;        2021;          25;27.06.2021;65+     ;          38;          49;          31;          67;           .
CH07;        2021;          26;04.07.2021;65+     ;          53;          50;          32;          68;           .
CH07;        2021;          27;11.07.2021;65+     ;          40;          51;          32;          69;           .
CH07;        2021;          28;18.07.2021;65+     ;          48;          51;          33;          70;           .
CH07;        2021;          29;25.07.2021;65+     ;          59;          52;          34;          71;           .
CH07;        2021;          30;01.08.2021;65+     ;          52;          52;          34;          71;           .
CH07;        2021;          31;08.08.2021;65+     ;          44;          52;          34;          71;           .
CH07;        2021;          32;15.08.2021;65+     ;          53;          52;          33;          70;           .
CH07;        2021;          33;22.08.2021;65+     ;          40;          51;          33;          70;           .
CH07;        2021;          34;29.08.2021;65+     ;          52;          50;          32;          69;           .
CH07;        2021;          35;05.09.2021;65+     ;          52;          50;          32;          68;           .
CH07;        2021;          36;12.09.2021;65+     ;          50;          50;          32;          68;           .
CH07;        2021;          37;19.09.2021;65+     ;          64;          50;          32;          69;           .
CH07;        2021;          38;26.09.2021;65+     ;          37;          51;          33;          69;           .
CH07;        2021;          39;03.10.2021;65+     ;          37;          52;          33;          70;           .
CH07;        2021;          40;10.10.2021;65+     ;          43;          52;          34;          71;           .
CH07;        2021;          41;17.10.2021;65+     ;          49;          53;          34;          72;           .
CH07;        2021;          42;24.10.2021;65+     ;          43;          54;          35;          73;           .
CH07;        2021;          43;31.10.2021;65+     ;          60;          54;          35;          73;           .
CH07;        2021;          44;07.11.2021;65+     ;          46;          55;          36;          74;           .
CH07;        2021;          45;14.11.2021;65+     ;          53;          55;          36;          74;           .
CH07;        2021;          46;21.11.2021;65+     ;          55;          55;          36;          75;           .
CH07;        2021;          47;28.11.2021;65+     ;          49;          56;          37;          75;           .
CH07;        2021;          48;05.12.2021;65+     ;          60;          57;          37;          76;           .
CH07;        2021;          49;12.12.2021;65+     ;          64;          57;          38;          77;           .
CH07;        2021;          50;19.12.2021;65+     ;          54;          58;          38;          78;           .
CH07;        2021;          51;26.12.2021;65+     ;          61;          58;          39;          78;           .
CH07;        2021;          52;02.01.2022;65+     ;        68.2;          59;          39;          79;           .
CH07;        2022;           1;09.01.2022;65+     ;        69.3;          55;          37;          75;           .
CH07;        2022;           2;16.01.2022;65+     ;        50.1;          55;          37;          75;           .
CH07;        2022;           3;23.01.2022;65+     ;          71;          56;          38;          76;           .
CH07;        2022;           4;30.01.2022;65+     ;        58.4;          56;          38;          77;           .
CH07;        2022;           5;06.02.2022;65+     ;           .;          57;          38;          77;           .
CH07;        2022;           6;13.02.2022;65+     ;           .;          57;          39;          78;           .
CH07;        2022;           7;20.02.2022;65+     ;           .;          57;          39;          77;           .
CH07;        2022;           8;27.02.2022;65+     ;           .;          56;          38;          76;           .
CH07;        2022;           9;06.03.2022;65+     ;           .;          56;          37;          76;           .
CH07;        2022;          10;13.03.2022;65+     ;           .;          54;          36;          74;           .
CH07;        2022;          11;20.03.2022;65+     ;           .;          53;          36;          73;           .
CH07;        2022;          12;27.03.2022;65+     ;           .;          52;          35;          72;           .
CH07;        2022;          13;03.04.2022;65+     ;           .;          51;          34;          71;           .
CH07;        2022;          14;10.04.2022;65+     ;           .;          51;          33;          70;           .
CH07;        2022;          15;17.04.2022;65+     ;           .;          50;          33;          69;           .
CH07;        2022;          16;24.04.2022;65+     ;           .;          49;          32;          68;           .
CH07;        2022;          17;01.05.2022;65+     ;           .;          48;          31;          67;           .
CH07;        2022;          18;08.05.2022;65+     ;           .;          47;          31;          66;           .
CH07;        2022;          19;15.05.2022;65+     ;           .;          46;          30;          65;           .
CH07;        2022;          20;22.05.2022;65+     ;           .;          45;          29;          64;           .
CH07;        2022;          21;29.05.2022;65+     ;           .;          44;          28;          62;           .
CH07;        2022;          22;05.06.2022;65+     ;           .;          44;          28;          61;           .
CH07;        2022;          23;12.06.2022;65+     ;           .;          43;          27;          61;           .
CH07;        2022;          24;19.06.2022;65+     ;           .;          43;          27;          61;           .
CH07;        2022;          25;26.06.2022;65+     ;           .;          43;          27;          61;           .
CH07;        2022;          26;03.07.2022;65+     ;           .;          44;          28;          62;           .
CH07;        2022;          27;10.07.2022;65+     ;           .;          45;          28;          63;           .
CH07;        2022;          28;17.07.2022;65+     ;           .;          45;          29;          64;           .
CH07;        2022;          29;24.07.2022;65+     ;           .;          46;          30;          64;           .
CH07;        2022;          30;31.07.2022;65+     ;           .;          46;          30;          65;           .
CH07;        2022;          31;07.08.2022;65+     ;           .;          46;          30;          65;           .
CH07;        2022;          32;14.08.2022;65+     ;           .;          46;          30;          65;           .
CH07;        2022;          33;21.08.2022;65+     ;           .;          46;          29;          64;           .
CH07;        2022;          34;28.08.2022;65+     ;           .;          45;          29;          63;           .
CH07;        2022;          35;04.09.2022;65+     ;           .;          45;          29;          63;           .
CH07;        2022;          36;11.09.2022;65+     ;           .;          44;          28;          63;           .
CH07;        2022;          37;18.09.2022;65+     ;           .;          45;          28;          63;           .
CH07;        2022;          38;25.09.2022;65+     ;           .;          45;          29;          63;           .
CH07;        2022;          39;02.10.2022;65+     ;           .;          45;          29;          63;           .
CH07;        2022;          40;09.10.2022;65+     ;           .;          45;          29;          63;           .
CH07;        2022;          41;16.10.2022;65+     ;           .;          46;          29;          64;           .
CH07;        2022;          42;23.10.2022;65+     ;           .;          46;          30;          65;           .
CH07;        2022;          43;30.10.2022;65+     ;           .;          47;          30;          65;           .
CH07;        2022;          44;06.11.2022;65+     ;           .;          47;          30;          66;           .
CH07;        2022;          45;13.11.2022;65+     ;           .;          48;          31;          66;           .
CH07;        2022;          46;20.11.2022;65+     ;           .;          48;          31;          67;           .
CH07;        2022;          47;27.11.2022;65+     ;           .;          49;          32;          68;           .
CH07;        2022;          48;04.12.2022;65+     ;           .;          50;          33;          69;           .
CH07;        2022;          49;11.12.2022;65+     ;           .;          50;          33;          70;           .
CH07;        2022;          50;18.12.2022;65+     ;           .;          51;          34;          70;           .
